,TSLA,TSLA,TSLA,TSLA,TSLA
,open,high,low,close,volume
time,,,,,
2018-05-24 00:00:00-04:00,278.4,281.11,274.89,277.85,3200888
2018-05-25 00:00:00-04:00,277.58,279.64,275.61,278.8707,2934960
2018-05-29 00:00:00-04:00,278.51,286.5,276.15,283.68,4525548
2018-05-30 00:00:00-04:00,283.29,295.005,281.6,291.81,5748874
2018-05-31 00:00:00-04:00,287.21,290.37,282.93,284.72,4258536
2018-06-01 00:00:00-04:00,285.86,291.95,283.839,291.7284,3961006
2018-06-04 00:00:00-04:00,294.34,299.0,293.548,296.67,3636954
2018-06-05 00:00:00-04:00,297.7,297.8,286.74,291.13,4360845
2018-06-06 00:00:00-04:00,300.5,322.17,297.48,319.44,14504077
2018-06-07 00:00:00-04:00,316.09,330.0,313.58,316.02,11477605
2018-06-08 00:00:00-04:00,318.82,324.48,317.15,317.66,6378664
2018-06-11 00:00:00-04:00,322.51,334.66,322.5,332.11,10510399
2018-06-12 00:00:00-04:00,344.7,354.97,338.0,342.73,17456707
2018-06-13 00:00:00-04:00,346.18,347.2,339.8,344.76,7154803
2018-06-14 00:00:00-04:00,347.63,358.75,346.6,357.72,8583390
2018-06-15 00:00:00-04:00,353.84,364.67,351.25,358.12,7852316
2018-06-18 00:00:00-04:00,355.4,373.73,354.5,370.83,9148207
2018-06-19 00:00:00-04:00,365.16,370.0,346.25,352.58,10086894
2018-06-20 00:00:00-04:00,358.37,364.38,352.0,361.85,6380117
2018-06-21 00:00:00-04:00,362.0,366.2139,346.27,347.5,6148690
2018-06-22 00:00:00-04:00,351.54,352.25,332.0,333.63,7561927
2018-06-25 00:00:00-04:00,330.12,338.47,327.5,333.19,5159101
2018-06-26 00:00:00-04:00,336.054,343.55,325.799,342.0,5703308
2018-06-27 00:00:00-04:00,345.0,350.79,339.5,344.55,6573386
2018-06-28 00:00:00-04:00,348.66,357.02,346.11,349.98,6494636
2018-06-29 00:00:00-04:00,353.33,353.86,342.41,342.89,4863522
2018-07-02 00:00:00-04:00,360.28,364.78,329.85,335.07,14936701
2018-07-03 00:00:00-04:00,331.91,332.49,309.69,310.9247,9605990
2018-07-05 00:00:00-04:00,313.76,314.39,296.22,309.11,13989015
2018-07-06 00:00:00-04:00,304.9545,312.07,302.0,308.91,7097253
2018-07-09 00:00:00-04:00,311.8553,318.52,308.0,318.29,5743049
2018-07-10 00:00:00-04:00,324.56,327.6771,319.2,322.37,7098726
2018-07-11 00:00:00-04:00,315.8,321.94,315.07,318.9,3737257
2018-07-12 00:00:00-04:00,321.43,323.23,312.77,316.72,4399037
2018-07-13 00:00:00-04:00,315.58,319.5849,309.25,318.8,4785549
2018-07-16 00:00:00-04:00,311.71,315.16,306.25,310.19,6151554
2018-07-17 00:00:00-04:00,308.81,324.74,308.5,322.67,5459321
2018-07-18 00:00:00-04:00,325.0,325.5,316.25,324.0,4352952
2018-07-19 00:00:00-04:00,316.33,323.54,314.01,320.23,4659445
2018-07-20 00:00:00-04:00,321.23,323.24,311.7093,313.57,4065299
2018-07-23 00:00:00-04:00,301.84,305.5,292.8601,303.2,8204781
2018-07-24 00:00:00-04:00,304.4209,307.7171,292.5452,297.42,7452588
2018-07-25 00:00:00-04:00,296.74,309.62,294.5025,308.73,5567873
2018-07-26 00:00:00-04:00,304.85,310.7,303.6411,306.35,3519786
2018-07-27 00:00:00-04:00,307.25,307.6933,295.3404,297.19,4277023
2018-07-30 00:00:00-04:00,295.9,296.1,286.13,290.18,5158301
2018-07-31 00:00:00-04:00,292.25,298.32,289.07,298.15,3748147
2018-08-01 00:00:00-04:00,297.99,303.0,293.0,301.489,5542797
2018-08-02 00:00:00-04:00,328.49,349.99,323.16,349.3898,17674152
2018-08-03 00:00:00-04:00,347.81,355.0,342.53,348.3,10354676
2018-08-06 00:00:00-04:00,345.46,354.98,341.82,342.0,6660981
2018-08-07 00:00:00-04:00,343.84,387.46,339.1501,379.58,24571707
2018-08-08 00:00:00-04:00,368.8,382.64,367.12,370.38,17610717
2018-08-09 00:00:00-04:00,365.83,367.01,345.73,352.26,12517790
2018-08-10 00:00:00-04:00,354.0,360.0,346.0,355.529,8902416
2018-08-13 00:00:00-04:00,361.13,363.19,349.02,356.41,7572106
2018-08-14 00:00:00-04:00,358.45,359.1995,347.1,347.64,5255790
2018-08-15 00:00:00-04:00,341.9059,344.49,332.14,338.76,6835061
2018-08-16 00:00:00-04:00,339.91,342.28,333.82,335.45,4291063
2018-08-17 00:00:00-04:00,323.5,326.77,303.53,305.51,14358488
2018-08-20 00:00:00-04:00,291.7035,308.5,288.2,308.44,12242447
2018-08-21 00:00:00-04:00,310.61,324.79,309.0,321.9,10077506
2018-08-22 00:00:00-04:00,320.87,323.88,314.67,321.52,4813931
2018-08-23 00:00:00-04:00,319.14,327.32,318.1,320.11,3955535
2018-08-24 00:00:00-04:00,320.7,323.85,319.4,322.81,2749357
2018-08-27 00:00:00-04:00,318.01,322.435,308.81,319.54,10187976
2018-08-28 00:00:00-04:00,318.41,318.88,311.19,311.85,6176933
2018-08-29 00:00:00-04:00,310.27,311.85,303.69,304.88,5849149
2018-08-30 00:00:00-04:00,302.26,304.6,297.72,303.135,5689793
2018-08-31 00:00:00-04:00,302.0,305.3082,298.6,301.65,4138251
2018-09-04 00:00:00-04:00,296.94,298.19,288.0,288.99,6422883
2018-09-05 00:00:00-04:00,285.08,286.78,277.18,280.6987,5655214
2018-09-06 00:00:00-04:00,284.8,291.17,278.88,281.0095,5679908
2018-09-07 00:00:00-04:00,260.25,268.35,252.2548,263.24,16242828
2018-09-10 00:00:00-04:00,273.26,286.03,271.0,285.46,11348654
2018-09-11 00:00:00-04:00,279.31,282.0,273.55,279.43,6899938
2018-09-12 00:00:00-04:00,281.44,292.5,278.6463,290.56,7594078
2018-09-13 00:00:00-04:00,288.27,295.0,285.18,289.42,4758415
2018-09-14 00:00:00-04:00,288.74,297.3256,286.52,295.11,5120958
2018-09-17 00:00:00-04:00,290.04,300.87,288.13,294.79,5176019
2018-09-18 00:00:00-04:00,296.3,302.64,275.5,284.93,12923352
2018-09-19 00:00:00-04:00,280.77,300.0,280.5,299.04,6156658
2018-09-20 00:00:00-04:00,303.56,305.98,293.33,298.32,5573331
2018-09-21 00:00:00-04:00,297.7,300.58,295.37,299.01,3408179
2018-09-24 00:00:00-04:00,298.48,302.9993,293.58,299.73,3638324
2018-09-25 00:00:00-04:00,300.0,304.6,296.5,301.05,3401297
2018-09-26 00:00:00-04:00,301.65,313.89,301.1093,309.5664,5964409
2018-09-27 00:00:00-04:00,312.9,314.96,306.91,307.46,3303572
2018-09-28 00:00:00-04:00,270.26,278.0,260.555,264.72,25167046
2018-10-01 00:00:00-04:00,305.49,311.44,301.05,310.3446,15258287
2018-10-02 00:00:00-04:00,314.0,316.84,299.15,300.9,8518600
2018-10-03 00:00:00-04:00,303.33,304.6,291.57,295.03,6300641
2018-10-04 00:00:00-04:00,293.95,294.0,277.67,281.84,7147210
2018-10-05 00:00:00-04:00,274.61,274.88,260.0,261.99,13362410
2018-10-08 00:00:00-04:00,264.26,267.7599,249.0,250.54,9900147
2018-10-09 00:00:00-04:00,255.25,266.77,253.3,262.81,9143892
2018-10-10 00:00:00-04:00,264.61,265.51,247.77,256.89,9657608
2018-10-11 00:00:00-04:00,257.53,262.25,249.03,252.33,6000952
2018-10-12 00:00:00-04:00,260.98,261.99,252.01,259.15,5270938
2018-10-15 00:00:00-04:00,259.06,263.28,254.5367,259.56,4827381
2018-10-16 00:00:00-04:00,265.7,277.375,262.24,276.54,6957925
2018-10-17 00:00:00-04:00,282.4,282.7,265.8032,271.8,6442088
2018-10-18 00:00:00-04:00,269.29,271.0,263.0,263.95,3977473
2018-10-19 00:00:00-04:00,267.39,269.66,253.5,260.04,7016215
2018-10-22 00:00:00-04:00,260.68,261.86,252.59,260.94,3968574
2018-10-23 00:00:00-04:00,263.87,297.93,262.1,294.26,13890784
2018-10-24 00:00:00-04:00,301.05,304.44,285.73,288.84,11916320
2018-10-25 00:00:00-04:00,317.22,321.0,301.01,314.81,15526936
2018-10-26 00:00:00-04:00,308.25,339.9,306.65,330.63,21526599
2018-10-29 00:00:00-04:00,337.47,347.16,326.5,336.79,11398720
2018-10-30 00:00:00-04:00,328.39,337.8999,322.26,329.81,7257990
2018-10-31 00:00:00-04:00,332.54,342.0,329.1,337.28,5723763
2018-11-01 00:00:00-04:00,338.26,347.84,334.725,344.12,6385290
2018-11-02 00:00:00-04:00,343.74,349.2,340.91,346.45,6174655
2018-11-05 00:00:00-05:00,340.5,343.955,330.14,341.27,7692268
2018-11-06 00:00:00-05:00,339.07,348.8,336.09,341.06,6590767
2018-11-07 00:00:00-05:00,343.34,351.18,340.8,348.027,7426352
2018-11-08 00:00:00-05:00,349.0,357.5755,348.44,351.29,5411948
2018-11-09 00:00:00-05:00,349.0,354.0,345.23,350.53,4012945
2018-11-12 00:00:00-05:00,348.37,349.78,330.34,331.15,5557138
2018-11-13 00:00:00-05:00,333.16,344.7,332.2,338.61,3903430
2018-11-14 00:00:00-05:00,342.7,347.11,337.15,344.15,4905646
2018-11-15 00:00:00-05:00,342.33,348.58,339.04,348.41,4458230
2018-11-16 00:00:00-05:00,345.19,355.7,345.1201,354.29,7149187
2018-11-19 00:00:00-05:00,356.34,366.75,352.88,353.4801,9512859
2018-11-20 00:00:00-05:00,341.75,349.8,333.55,347.73,7777405
2018-11-21 00:00:00-05:00,352.0,353.1,337.3995,338.16,4608419
2018-11-23 00:00:00-05:00,334.345,337.5,325.55,326.0,4047411
2018-11-26 00:00:00-05:00,325.0,346.22,325.0,345.94,7715078
2018-11-27 00:00:00-05:00,340.05,346.96,335.5,343.91,5982784
2018-11-28 00:00:00-05:00,345.99,348.28,342.21,347.87,3992192
2018-11-29 00:00:00-05:00,347.0,347.5,339.55,341.17,3002799
2018-11-30 00:00:00-05:00,341.83,351.6,338.2648,350.39,5361189
2018-12-03 00:00:00-05:00,360.0,366.0,352.0,358.64,8040529
2018-12-04 00:00:00-05:00,356.05,368.68,352.0,359.5934,8251172
2018-12-06 00:00:00-05:00,356.01,367.38,350.76,363.06,7709571
2018-12-07 00:00:00-05:00,369.0,379.49,357.65,357.8701,11198666
2018-12-10 00:00:00-05:00,360.0,365.98,353.12,365.14,6349458
2018-12-11 00:00:00-05:00,369.91,372.1689,360.23,366.69,6099449
2018-12-12 00:00:00-05:00,369.42,371.91,365.16,366.72,4889259
2018-12-13 00:00:00-05:00,370.15,377.44,366.75,376.89,7093864
2018-12-14 00:00:00-05:00,375.0,377.87,364.33,365.61,6215126
2018-12-17 00:00:00-05:00,362.0,365.7,343.88,348.29,7364321
2018-12-18 00:00:00-05:00,350.54,351.55,333.69,336.83,6896291
2018-12-19 00:00:00-05:00,337.6,347.01,329.74,332.98,8083353
2018-12-20 00:00:00-05:00,327.0535,330.29,311.869,315.315,8519343
2018-12-21 00:00:00-05:00,317.4,323.47,312.44,319.91,7570973
2018-12-24 00:00:00-05:00,313.5,314.5,295.195,295.69,5350960
2018-12-26 00:00:00-05:00,300.0,326.97,294.09,326.08,7928079
2018-12-27 00:00:00-05:00,319.84,322.1717,301.5,315.9188,8310934
2018-12-28 00:00:00-05:00,323.1,336.24,318.41,333.86,8973702
2018-12-31 00:00:00-05:00,337.79,339.21,325.26,331.4531,5898332
2019-01-02 00:00:00-05:00,306.5,315.13,298.8,309.8699,10751296
2019-01-03 00:00:00-05:00,307.0,309.4,297.38,300.31,6672221
2019-01-04 00:00:00-05:00,306.0,318.0,302.73,317.54,6983846
2019-01-07 00:00:00-05:00,321.66,336.74,317.7508,334.986,7193888
2019-01-08 00:00:00-05:00,341.98,344.01,327.02,335.49,6567180
2019-01-09 00:00:00-05:00,335.5,343.5025,331.47,338.52,5199244
2019-01-10 00:00:00-05:00,334.4,345.39,331.79,344.91,5719942
2019-01-11 00:00:00-05:00,342.09,348.41,338.77,347.35,4796324
2019-01-14 00:00:00-05:00,342.5,342.5,334.0,334.7,5009149
2019-01-15 00:00:00-05:00,335.0,348.8,334.5,344.345,5803044
2019-01-16 00:00:00-05:00,344.78,352.0,343.5,345.89,4500918
2019-01-17 00:00:00-05:00,346.21,351.5,344.15,347.15,3488578
2019-01-18 00:00:00-05:00,323.06,327.1297,299.7301,302.22,22317439
2019-01-22 00:00:00-05:00,304.82,308.0,295.5,298.18,11524285
2019-01-23 00:00:00-05:00,292.5,294.5,281.69,287.18,11633895
2019-01-24 00:00:00-05:00,283.47,293.68,279.2831,291.855,7588695
2019-01-25 00:00:00-05:00,294.39,298.5195,289.55,297.0,6831199
2019-01-28 00:00:00-05:00,292.91,297.46,287.75,296.38,6123573
2019-01-29 00:00:00-05:00,295.27,298.5566,291.8,297.18,4359468
2019-01-30 00:00:00-05:00,300.45,308.8531,298.49,308.705,7828001
2019-01-31 00:00:00-05:00,301.0,311.5636,294.0,307.0679,11706783
2019-02-01 00:00:00-05:00,305.42,316.1,303.5,312.1801,6978985
2019-02-04 00:00:00-05:00,312.98,315.3,301.88,312.465,7019206
2019-02-05 00:00:00-05:00,312.37,322.44,312.2494,321.37,6415638
2019-02-06 00:00:00-05:00,319.59,324.24,315.624,317.77,4744608
2019-02-07 00:00:00-05:00,313.3,314.7,303.0,307.5999,6189747
2019-02-08 00:00:00-05:00,306.98,307.445,298.5,305.34,5560662
2019-02-11 00:00:00-05:00,311.6,318.6,310.5,313.02,6697977
2019-02-12 00:00:00-05:00,316.2,318.19,309.62,311.99,5151145
2019-02-13 00:00:00-05:00,312.45,312.75,305.57,308.34,4918601
2019-02-14 00:00:00-05:00,303.38,306.77,301.0,303.98,4875188
2019-02-15 00:00:00-05:00,304.5,308.0,303.9,307.8181,3655601
2019-02-19 00:00:00-05:00,306.56,311.5442,305.59,305.59,3928167
2019-02-20 00:00:00-05:00,304.41,306.3,299.0,302.53,6413092
2019-02-21 00:00:00-05:00,301.81,303.2399,290.5,291.24,8521093
2019-02-22 00:00:00-05:00,294.49,296.5,292.1,294.69,5459428
2019-02-25 00:00:00-05:00,297.91,302.9044,297.0005,298.7,5893761
2019-02-26 00:00:00-05:00,292.22,302.01,288.7701,297.81,8096676
2019-02-27 00:00:00-05:00,301.42,316.295,300.55,314.795,10618216
2019-02-28 00:00:00-05:00,318.92,320.0,310.81,319.81,8869984
2019-03-01 00:00:00-05:00,306.88,307.13,291.9,294.66,21624319
2019-03-04 00:00:00-05:00,298.12,298.78,282.78,285.3,16306926
2019-03-05 00:00:00-05:00,282.0,284.0,270.1,276.64,17966785
2019-03-06 00:00:00-05:00,276.54,281.5058,274.39,276.23,10154076
2019-03-07 00:00:00-05:00,278.84,284.7,274.25,276.6,8865853
2019-03-08 00:00:00-05:00,276.91,285.59,275.89,284.13,8457763
2019-03-11 00:00:00-04:00,283.52,291.28,280.5,290.86,6980280
2019-03-12 00:00:00-04:00,286.49,288.07,281.06,283.37,7127257
2019-03-13 00:00:00-04:00,283.9,291.99,282.7,288.91,6554342
2019-03-14 00:00:00-04:00,292.45,295.39,288.29,289.96,6699809
2019-03-15 00:00:00-04:00,277.7671,280.19,274.4,275.5492,8870978
2019-03-18 00:00:00-04:00,275.94,278.05,267.3,269.52,9780738
2019-03-19 00:00:00-04:00,267.5,273.3,263.46,267.38,11314236
2019-03-20 00:00:00-04:00,269.69,274.97,266.3,273.5,6668734
2019-03-21 00:00:00-04:00,272.0,276.45,268.45,274.045,5664291
2019-03-22 00:00:00-04:00,272.58,272.8,264.0,264.64,8299079
2019-03-25 00:00:00-04:00,259.71,263.18,254.46,260.49,9687165
2019-03-26 00:00:00-04:00,264.44,270.26,264.43,267.7602,7062104
2019-03-27 00:00:00-04:00,268.75,275.36,268.1838,274.9,8402247
2019-03-28 00:00:00-04:00,277.16,280.33,275.1,278.58,6404454
2019-03-29 00:00:00-04:00,278.7,280.16,274.5,279.75,5650129
2019-04-01 00:00:00-04:00,282.62,289.2,281.281,289.18,3667993
2019-04-02 00:00:00-04:00,288.3,289.44,283.88,285.85,5150050
2019-04-03 00:00:00-04:00,287.32,296.17,287.17,291.76,7566626
2019-04-04 00:00:00-04:00,261.69,271.2,260.59,267.8,21128569
2019-04-05 00:00:00-04:00,269.86,276.1,266.11,274.96,12356211
2019-04-08 00:00:00-04:00,277.69,281.16,270.44,273.15,9847191
2019-04-09 00:00:00-04:00,271.65,275.0,269.61,272.4,5631504
2019-04-10 00:00:00-04:00,276.74,278.38,272.8925,276.05,6371614
2019-04-11 00:00:00-04:00,268.3,270.5,265.6,268.4498,8812029
2019-04-12 00:00:00-04:00,270.22,271.95,266.83,267.68,6514945
2019-04-15 00:00:00-04:00,268.63,268.88,258.63,266.38,9569374
2019-04-16 00:00:00-04:00,265.75,275.0,264.72,273.31,6865386
2019-04-17 00:00:00-04:00,274.75,274.79,268.535,271.219,4932059
2019-04-18 00:00:00-04:00,271.23,274.84,269.75,273.26,5644604
2019-04-22 00:00:00-04:00,269.0,269.68,262.48,262.8943,11419980
2019-04-23 00:00:00-04:00,260.15,265.6,255.75,263.98,10233659
2019-04-24 00:00:00-04:00,263.85,265.32,258.0,258.6906,8333946
2019-04-25 00:00:00-04:00,255.03,259.0,246.07,247.573,20585363
2019-04-26 00:00:00-04:00,246.5,246.68,231.13,235.04,21168499
2019-04-29 00:00:00-04:00,235.86,243.98,232.17,241.4375,15899607
2019-04-30 00:00:00-04:00,242.0,244.21,237.0,238.69,9026387
2019-05-01 00:00:00-04:00,239.0,240.0,231.5,234.01,10324457
2019-05-02 00:00:00-04:00,245.52,247.13,237.72,244.08,14881930
2019-05-03 00:00:00-04:00,243.86,256.61,243.49,255.04,21063497
2019-05-06 00:00:00-04:00,250.1,258.3499,248.5,255.335,9546203
2019-05-07 00:00:00-04:00,256.8,257.21,245.1,247.06,9542822
2019-05-08 00:00:00-04:00,246.94,250.599,244.2,244.76,5757805
2019-05-09 00:00:00-04:00,242.0,243.68,236.9434,241.98,6455536
2019-05-10 00:00:00-04:00,239.75,241.99,236.02,239.51,6716345
2019-05-13 00:00:00-04:00,232.01,232.47,224.5,227.01,10159046
2019-05-14 00:00:00-04:00,229.3,234.5,228.0,232.12,6820595
2019-05-15 00:00:00-04:00,229.32,232.44,225.25,231.92,6908252
2019-05-16 00:00:00-04:00,229.49,231.0,226.5,228.245,7023216
2019-05-17 00:00:00-04:00,221.96,222.24,208.92,211.0731,16740523
2019-05-20 00:00:00-04:00,202.8,206.0,195.25,205.34,19451274
2019-05-21 00:00:00-04:00,197.76,207.4,196.04,204.97,16693973
2019-05-22 00:00:00-04:00,199.1,203.94,191.78,192.69,17656779
2019-05-23 00:00:00-04:00,194.34,199.465,186.22,195.48,23374971
2019-05-24 00:00:00-04:00,199.83,199.98,188.7505,190.7257,13302938
2019-05-28 00:00:00-04:00,191.2,195.0,187.85,188.72,9777919
2019-05-29 00:00:00-04:00,187.1,192.39,185.0401,189.89,11256907
2019-05-30 00:00:00-04:00,188.75,192.255,187.02,188.18,7409500
2019-05-31 00:00:00-04:00,185.1,189.9204,184.1,185.48,9599948
2019-06-03 00:00:00-04:00,185.51,186.68,176.9919,179.01,12380263
2019-06-04 00:00:00-04:00,181.1,193.98,179.61,193.91,13115692
2019-06-05 00:00:00-04:00,198.47,201.2782,191.8486,196.677,12570739
2019-06-06 00:00:00-04:00,204.25,211.0,201.8,206.08,19472101
2019-06-07 00:00:00-04:00,205.0,210.8438,203.499,204.39,14897026
2019-06-10 00:00:00-04:00,210.47,216.94,209.01,212.88,9978622
2019-06-11 00:00:00-04:00,219.38,220.9,213.5,217.1,10591156
2019-06-12 00:00:00-04:00,222.95,223.38,209.0,209.2173,14335584
2019-06-13 00:00:00-04:00,210.38,214.9,207.5103,213.89,15620124
2019-06-14 00:00:00-04:00,211.29,216.65,210.4,214.92,14191322
2019-06-17 00:00:00-04:00,214.73,227.0,214.27,225.03,11895515
2019-06-18 00:00:00-04:00,228.72,234.74,222.58,224.74,12016691
2019-06-19 00:00:00-04:00,225.11,227.77,221.06,226.33,6207071
2019-06-20 00:00:00-04:00,223.0,226.9,216.35,219.59,11132022
2019-06-21 00:00:00-04:00,216.22,222.18,215.5,221.89,7632727
2019-06-24 00:00:00-04:00,223.24,225.86,221.02,223.64,5459384
2019-06-25 00:00:00-04:00,224.39,225.34,219.49,219.77,5882114
2019-06-26 00:00:00-04:00,220.31,227.23,218.1,219.18,8076589
2019-06-27 00:00:00-04:00,219.45,222.9,217.35,222.81,5927800
2019-06-28 00:00:00-04:00,221.68,225.17,221.31,223.46,5732666
2019-07-01 00:00:00-04:00,230.21,233.0995,226.29,227.16,7727451
2019-07-02 00:00:00-04:00,228.89,229.15,222.22,224.62,6739925
2019-07-03 00:00:00-04:00,239.39,241.57,234.51,234.9,13233097
2019-07-05 00:00:00-04:00,234.57,235.45,230.8,233.15,6653090
2019-07-08 00:00:00-04:00,231.24,232.25,228.66,230.38,5647103
2019-07-09 00:00:00-04:00,228.97,231.0,227.28,230.06,6001968
2019-07-10 00:00:00-04:00,234.15,238.94,233.14,238.92,8477126
2019-07-11 00:00:00-04:00,238.14,241.5,235.8,238.6,7262861
2019-07-12 00:00:00-04:00,239.75,245.38,239.71,245.06,8720374
2019-07-15 00:00:00-04:00,248.0,254.42,244.86,253.48,10516336
2019-07-16 00:00:00-04:00,249.3,253.53,247.9325,252.4,7718769
2019-07-17 00:00:00-04:00,255.6,258.31,253.35,254.83,9338786
2019-07-18 00:00:00-04:00,255.05,255.75,251.885,253.59,4502229
2019-07-19 00:00:00-04:00,255.69,259.96,254.62,258.0789,6785285
2019-07-22 00:00:00-04:00,258.75,262.155,254.1911,255.65,6489574
2019-07-23 00:00:00-04:00,256.71,260.48,254.5,260.1,4851377
2019-07-24 00:00:00-04:00,259.17,266.07,258.1601,265.0288,7366736
2019-07-25 00:00:00-04:00,233.5,234.5,225.5501,228.8102,20548751
2019-07-26 00:00:00-04:00,226.92,230.26,222.25,228.0,9703872
2019-07-29 00:00:00-04:00,227.09,235.94,226.0325,235.792,8922968
2019-07-30 00:00:00-04:00,232.9,243.36,232.18,242.26,7862017
2019-07-31 00:00:00-04:00,243.0,246.68,236.6501,241.62,8812185
2019-08-01 00:00:00-04:00,242.65,244.51,231.77,233.94,7976109
2019-08-02 00:00:00-04:00,231.35,236.27,229.23,234.2784,5014277
2019-08-05 00:00:00-04:00,229.6,231.3673,225.775,228.48,6526882
2019-08-06 00:00:00-04:00,231.88,232.5,225.75,230.63,5256223
2019-08-07 00:00:00-04:00,226.51,233.5688,225.8,233.47,4574805
2019-08-08 00:00:00-04:00,234.45,239.8,232.65,238.29,5027207
2019-08-09 00:00:00-04:00,236.0535,238.96,233.81,235.0,3678950
2019-08-12 00:00:00-04:00,232.99,235.77,228.75,229.02,4435506
2019-08-13 00:00:00-04:00,228.81,236.0,227.55,234.97,4659970
2019-08-14 00:00:00-04:00,231.21,231.5,216.69,219.59,8733756
2019-08-15 00:00:00-04:00,220.86,221.56,211.55,215.52,7836075
2019-08-16 00:00:00-04:00,216.75,222.24,216.02,219.92,4820433
2019-08-19 00:00:00-04:00,224.21,227.83,221.7,226.81,5067001
2019-08-20 00:00:00-04:00,227.62,229.09,224.54,225.65,3763018
2019-08-21 00:00:00-04:00,222.01,223.22,217.6,220.79,7342403
2019-08-22 00:00:00-04:00,222.8,225.4,218.22,222.05,5473992
2019-08-23 00:00:00-04:00,219.97,221.17,211.0,211.39,8015679
2019-08-26 00:00:00-04:00,213.6,215.02,211.54,214.98,4696205
2019-08-27 00:00:00-04:00,215.74,218.8,212.03,214.16,4999917
2019-08-28 00:00:00-04:00,213.69,217.25,212.31,215.59,3093685
2019-08-29 00:00:00-04:00,218.95,223.4,218.0,221.7,4868685
2019-08-30 00:00:00-04:00,229.15,232.44,224.213,225.6,8258412
2019-09-03 00:00:00-04:00,224.08,228.95,223.16,225.11,5080361
2019-09-04 00:00:00-04:00,226.89,228.46,219.205,220.71,5480727
2019-09-05 00:00:00-04:00,222.5,229.8,220.85,229.48,7033497
2019-09-06 00:00:00-04:00,227.85,229.64,225.17,227.49,4102982
2019-09-09 00:00:00-04:00,229.97,233.76,229.23,231.78,4609862
2019-09-10 00:00:00-04:00,230.8,235.54,228.94,235.54,4654579
2019-09-11 00:00:00-04:00,237.38,248.1741,236.0,247.23,9601813
2019-09-12 00:00:00-04:00,247.7,253.5,244.4,245.86,8043768
2019-09-13 00:00:00-04:00,246.96,248.45,244.865,245.27,5075640
2019-09-16 00:00:00-04:00,246.0,247.43,241.17,242.7,4459981
2019-09-17 00:00:00-04:00,242.47,245.6,240.37,244.79,3690146
2019-09-18 00:00:00-04:00,245.0,248.1685,242.37,243.43,3992199
2019-09-19 00:00:00-04:00,246.0,247.94,244.84,246.58,4454220
2019-09-20 00:00:00-04:00,246.49,246.946,238.16,240.59,5996334
2019-09-23 00:00:00-04:00,240.0,245.1794,239.22,241.25,4157878
2019-09-24 00:00:00-04:00,241.52,241.99,222.61,223.2817,12393973
2019-09-25 00:00:00-04:00,224.56,228.98,218.36,228.7,8944825
2019-09-26 00:00:00-04:00,230.66,243.31,227.4,242.52,11445264
2019-09-27 00:00:00-04:00,242.0,248.71,238.73,242.13,10663930
2019-09-30 00:00:00-04:00,243.0,243.98,236.1111,240.84,5556374
2019-10-01 00:00:00-04:00,241.5,245.95,239.13,244.69,5903470
2019-10-02 00:00:00-04:00,243.03,244.65,239.43,243.24,5099506
2019-10-03 00:00:00-04:00,231.86,234.32,224.28,232.92,13775674
2019-10-04 00:00:00-04:00,231.61,234.77,228.07,231.4159,15272408
2019-10-07 00:00:00-04:00,229.8,238.56,228.55,237.72,15351711
2019-10-08 00:00:00-04:00,235.87,243.94,234.5,240.0,16599013
2019-10-09 00:00:00-04:00,241.52,247.295,240.65,244.53,13116148
2019-10-10 00:00:00-04:00,245.28,249.28,241.58,244.74,12090722
2019-10-11 00:00:00-04:00,247.15,251.08,246.81,247.77,15990158
2019-10-14 00:00:00-04:00,247.9,258.55,247.13,256.92,19430374
2019-10-15 00:00:00-04:00,257.7,260.0,254.12,257.86,12362512
2019-10-16 00:00:00-04:00,257.39,262.1,256.92,259.6902,12800343
2019-10-17 00:00:00-04:00,262.5,264.78,260.17,261.98,9112414
2019-10-18 00:00:00-04:00,260.7,262.8,255.1,256.9899,11065826
2019-10-21 00:00:00-04:00,258.2,259.5,250.18,253.43,4429730
2019-10-22 00:00:00-04:00,254.32,258.33,250.85,255.52,4386182
2019-10-23 00:00:00-04:00,254.5,256.14,251.35,254.889,5005641
2019-10-24 00:00:00-04:00,298.37,304.0,289.2,299.62,26049521
2019-10-25 00:00:00-04:00,297.72,330.0,296.11,328.19,28673217
2019-10-28 00:00:00-04:00,327.54,340.84,322.6,327.51,18510525
2019-10-29 00:00:00-04:00,319.99,324.3,314.75,316.2,12356755
2019-10-30 00:00:00-04:00,313.0,318.79,309.97,314.86,9042272
2019-10-31 00:00:00-04:00,313.1,319.0,313.0,315.09,4954986
2019-11-01 00:00:00-04:00,316.32,316.48,309.8,313.21,6118298
2019-11-04 00:00:00-05:00,314.8,321.94,309.26,317.425,8579754
2019-11-05 00:00:00-05:00,319.62,323.51,316.118,317.16,6308975
2019-11-06 00:00:00-05:00,318.0,326.72,314.5,326.7,7748529
2019-11-07 00:00:00-05:00,329.14,341.5,328.02,335.39,14148570
2019-11-08 00:00:00-05:00,334.5,337.46,332.5,337.12,5966814
2019-11-11 00:00:00-05:00,343.8,349.19,342.0,345.1,9715763
2019-11-12 00:00:00-05:00,346.94,350.37,344.04,349.95,7177557
2019-11-13 00:00:00-05:00,355.0,356.33,345.18,345.99,8029488
2019-11-14 00:00:00-05:00,346.11,353.84,342.91,349.36,5966623
2019-11-15 00:00:00-05:00,350.64,352.8,348.36,352.24,4591478
